Cluster House,Township,Area,Semi D,Terrace House,Leasehold,Apartment,Freehold,Town House,Bungalow,Condominium,Price,Service Residence,Median_PSF,Flat,State
0,GREEN PAVILION RESIDENCE,Kulai,0,1,0,0,1,0,0,0,685000,0,457,0,Johor
0,TAMAN BUKIT PERMATA,Selayang,0,1,0,0,1,0,0,0,310281,0,56,0,Selangor
0,TAMAN SENTORIA,Kota Samarahan,0,1,0,0,1,0,0,0,320000,0,248,0,Sarawak
0,TAMAN INTAN MAS I & III,Teluk Intan,0,1,1,0,1,0,0,0,476888,0,255,0,Perak
0,TAMAN DESA ANUGERAH,Sepang,0,1,1,0,0,0,0,0,381000,0,272,0,Selangor
0,GALENA VILLA @TAMAN BUKIT GALENA,Seremban,0,1,0,0,1,0,0,0,568000,0,397,0,Negeri Sembilan
0,BANDAR HILLPARK,Bandar Puncak Alam,0,1,1,0,0,0,0,0,560000,0,341,0,Selangor
0,TAMAN MANTAU INDAH,Seremban 2,0,1,0,0,1,0,0,0,300000,0,200,0,Negeri Sembilan
0,BANDAR TASEK MUTIARA,Simpang Ampat,0,1,0,0,1,0,0,0,425000,0,270,0,Penang
0,TAMAN KERAMAT PERMAI,Ulu Klang,0,1,1,0,0,0,0,0,600000,0,452,0,Selangor
0,TAMAN KOBENA,Tampoi,0,1,1,0,0,0,0,0,330000,0,206,0,Johor
0,TAMAN SERI KERAMAT,Ulu Klang,0,1,1,0,0,0,0,0,640000,0,359,0,Selangor
0,TAMAN IPOH,Ipoh,0,1,0,0,1,0,0,0,347500,0,196,0,Perak
0,TAMAN SINAR MENTARI,Bedong,0,1,0,0,1,0,0,0,235000,0,149,0,Kedah
0,TAMAN PUSING PERMAI,Pusing,0,1,1,0,0,0,0,0,273800,0,229,0,Perak
0,BANDAR PUTERA 2,Klang,0,1,1,0,0,0,0,0,411640,0,344,0,Selangor
0,SERENIA CITY,Dengkil,0,1,0,0,1,0,0,0,828888,0,532,0,Selangor
0,M RESIDENCE,Rawang,0,1,0,0,1,0,0,0,623400,0,360,0,Selangor
0,SETIA ECOHILL,Semenyih,0,1,0,0,1,0,0,0,670000,0,354,0,Selangor
0,TAMAN BESTARI INDAH,Ulu Tiram,0,1,0,0,1,0,0,0,832000,0,471,0,Johor
0,TAMAN ECO FLORA,Tebrau,0,1,0,0,1,0,0,0,880000,0,523,0,Johor
0,TAMAN GRANDVIEW,Sandakan,0,1,1,0,0,0,0,0,430000,0,208,0,Sabah
0,TAMAN TEHEL INDAH,Bemban,0,1,0,0,1,0,0,0,497000,0,337,0,Melaka
0,MAHKOTA IMPIAN (P/L 164414),Kuantan,0,1,0,0,1,0,0,0,314500,0,169,0,Pahang
0,TAMAN PERPADUAN KOPERASI,Tambun,0,1,1,0,0,0,0,0,342500,0,216,0,Perak
0,TAMAN AROWANA [LENGGENG],Lenggeng,0,1,1,0,0,0,0,0,476240,0,310,0,Negeri Sembilan
0,TAMAN SEJAHTERA (SPT),Bukit Mertajam,0,1,0,0,1,0,0,0,350000,0,297,0,Penang
0,TAMAN ANGSAMAS,Rasah,0,1,0,0,1,0,0,0,205000,0,172,0,Negeri Sembilan
0,PINGGIRAN PUTRA 4 (PL 3178),Kuantan,0,1,0,0,1,0,0,0,335000,0,157,0,Pahang
0,TAMAN NUSA PERINTIS II,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,498500,0,409,0,Johor
0,TAMAN CEMPAKA,Banting,0,1,0,0,1,0,0,0,450000,0,227,0,Selangor
0,TAMAN KLANG UTAMA,Kapar,0,1,0,0,1,0,0,0,427500,0,403,0,Selangor
0,TAMAN KOTA IMPIAN @ IMPIAN HILLS,Kota Tinggi,0,1,0,0,1,0,0,0,713000,0,405,0,Johor
0,TAMAN UNGKU TUN AMINAH,Skudai,0,1,0,0,1,0,0,0,530000,0,322,0,Johor
0,TAMAN KAMUNTING PUTRA FASA 1,Kamunting,0,1,1,0,0,0,0,0,171000,0,131,0,Perak
0,BANDAR NUSAPUTRA,Puchong,0,1,1,0,1,0,0,0,635000,0,347,0,Selangor
0,TAMAN MENARA MAJU,Klang,0,1,0,0,1,0,0,0,400000,0,253,0,Selangor
0,TAMAN DESA ABLELINK,Klang,0,1,0,0,1,0,0,0,445000,0,398,0,Selangor
0,TAMAN PEREPAT INDAH,Kapar,0,1,1,0,0,0,0,0,371159,0,298,0,Selangor
0,TAMAN DESA CEMERLANG,Batu Pahat,0,1,0,0,1,0,0,0,439800,0,260,0,Johor
0,TAMAN TASIK INDAH,Kluang,0,1,0,0,1,0,0,0,614000,0,258,0,Johor
0,TAMAN SEMENYIH MEWAH,Semenyih,0,1,0,0,1,0,0,0,615000,0,354,0,Selangor
0,CENTRAL CITY,Kota Samarahan,0,1,0,0,1,0,0,0,350000,0,205,0,Sarawak
0,BANDAR TIRAM,Ulu Tiram,0,1,0,0,1,0,0,0,580000,0,393,0,Johor
0,YARRA PARK (EASTFIELD),Sungai Petani,0,1,0,0,1,0,0,0,405900,0,207,0,Kedah
0,TAMAN MAWAR,Sandakan,0,1,1,0,0,0,0,0,325000,0,273,0,Sabah
0,ALAM PERDANA,Ijok,0,1,1,0,0,0,0,0,310000,0,189,0,Selangor
0,TAMAN JATI,Rawang,0,1,1,0,0,0,0,0,300000,0,293,0,Selangor
0,BANDAR BARU TAMBUN(TAMBUN PERMAI),Tambun,0,1,1,0,0,0,0,0,427500,0,273,0,Perak
0,PUNCAK ISKANDAR,Seri Iskandar,0,1,1,0,0,0,0,0,343040,0,245,0,Perak
0,DESA PANTAI INDAH,Teluk Kumbar,0,1,0,0,1,0,0,0,750000,0,536,0,Penang
0,TAMAN SUTERA,Perling,0,1,0,0,1,0,0,0,780000,0,306,0,Johor
0,TAMAN SCIENTEX (BUKIT TAMBUN PERDANA),Durian Tunggal,0,1,0,0,1,0,0,0,267000,0,226,0,Melaka
0,TAMAN LINTANG BISTARI,Sungai Siput,0,1,1,0,0,0,0,0,267284,0,175,0,Perak
0,TAMAN SEMARAK MEGAH,Tawau,0,1,1,0,0,0,0,0,365000,0,250,0,Sabah
0,TAMAN KAMUNTING PELANGI,Taiping,0,1,0,0,1,0,0,0,299000,0,203,0,Perak
0,TAMAN SRI BAHAGIA,Cheras,0,1,0,0,1,0,0,0,561000,0,447,0,Selangor
0,TAMAN SRI PENAWAR,Pengerang,0,1,1,0,0,0,0,0,525000,0,375,0,Johor
0,TAMAN KARISMA IMPIAN,Sitiawan,0,1,0,0,1,0,0,0,298800,0,193,0,Perak
0,TAMAN PANDAN PERDANA,Ampang,0,1,1,0,0,0,0,0,722500,0,484,0,Selangor
0,TAMAN BINTULU JAYA,Bintulu,0,1,0,0,1,0,0,0,80000,0,44,0,Sarawak
0,TAMAN SENGGARANG,Senggarang,0,1,0,0,1,0,0,0,150000,0,107,0,Johor
0,TAMAN TOPAZ @ SELANGORKU,Dengkil,0,1,0,0,1,0,0,0,250000,0,192,0,Selangor
0,BUKIT ANGGERIK,Cheras,0,1,1,0,0,0,0,0,493000,0,308,0,Kuala Lumpur
0,TAMAN LANGAT UTAMA 3,Tanjong Duabelas,0,1,1,0,0,0,0,0,410000,0,282,0,Selangor
0,TAMAN BERTEK,Klang,0,1,0,0,1,0,0,0,866000,0,352,0,Selangor
0,TAMAN BANDAR SENAWANG,Senawang,0,1,0,0,1,0,0,0,440000,0,246,0,Negeri Sembilan
0,TAMAN JASA INTAN FASA II,Bukit Mertajam,0,1,0,0,1,0,0,0,788800,0,434,0,Penang
0,TAMAN IMPIANA KESANG,Bemban,0,1,1,0,0,0,0,0,128730,0,92,0,Melaka
0,TAMAN SUTERA WANGI,Batu Berendam,0,1,1,0,0,0,0,0,388000,0,250,0,Melaka
0,NILAI IMPIAN,Nilai,0,1,0,0,1,0,0,0,639888,0,383,0,Negeri Sembilan
0,TAMAN PUNCAK HARMONI,Kuala Kangsar,0,1,0,0,1,0,0,0,318000,0,196,0,Perak
0,TAMAN SERAI WANGI,Padang Serai,0,1,0,0,1,0,0,0,270000,0,209,0,Kedah
0,TAMAN SRI JAYA,Batu Pahat,0,1,0,0,1,0,0,0,301500,0,201,0,Johor
0,BANDAR RINCHING,Semenyih,0,1,0,0,1,0,0,0,400000,0,292,0,Selangor
0,TAMAN KHAZANAH INDAH,Lahad Datu,0,1,1,0,0,0,0,0,250000,0,152,0,Sabah
0,BANDAR BOTANIC,Klang,0,1,0,0,1,0,0,0,767500,0,468,0,Selangor
0,OFF JALAN MERU,Klang,0,1,0,0,1,0,0,0,500000,0,274,0,Selangor
0,BANDAR SUNGAI LONG,Bandar Sungai Long,0,1,0,0,1,0,0,0,690000,0,440,0,Selangor
0,PUSAT BANDAR PUCHONG,Puchong,0,1,0,0,1,0,0,0,762500,0,531,0,Selangor
0,TAMAN PERDA INDAH,Tasek Gelugor,0,1,0,0,1,0,0,0,343800,0,157,0,Penang
0,TAMAN DATO HORMAT,Telok Panglima Garang,0,1,0,0,1,0,0,0,435000,0,293,0,Selangor
0,SEREMBAN FOREST HEIGHTS,Ampangan,0,1,0,0,1,0,0,0,637500,0,412,0,Negeri Sembilan
0,TAMAN ASEAN,Balai Panjang,0,1,0,0,1,0,0,0,382500,0,236,0,Melaka
0,TAMAN RASAH JAYA II,Rasah,0,1,0,0,1,0,0,0,235000,0,182,0,Negeri Sembilan
0,DESA SALAK PEKERTI,Sepang,0,1,1,0,0,0,0,0,499500,0,200,0,Selangor
0,BK 2 - PERUMAHAN KINRARA,Bandar Kinrara,0,1,0,0,1,0,0,0,674000,0,463,0,Selangor
0,TAMAN SERI DUYONG,Duyong,0,1,1,0,0,0,0,0,268000,0,157,0,Melaka
0,MEDAN LAHAT BARU,Lahat,0,1,1,0,0,0,0,0,288800,0,179,0,Perak
0,ATABARA RESIDENCE FASA 8 (PL 76003),Kuantan,0,1,0,0,1,0,0,0,325000,0,163,0,Pahang
0,TAMAN ARKID,Menglembu,0,1,1,0,0,0,0,0,250000,0,239,0,Perak
0,TAMAN TAN YEW LAI,Jalan Klang Lama (Old Klang Road),0,1,0,0,1,0,0,0,575000,0,417,0,Kuala Lumpur
0,"TAMAN SRI JAYA, SRI AMAN",Sri Aman,0,1,1,0,1,0,0,0,295000,0,106,0,Sarawak
0,TAMAN TUNKU MAHERAN,Jitra,0,1,0,0,1,0,0,0,255000,0,168,0,Kedah
0,TAMAN PERMATA,Ulu Klang,0,1,0,0,1,0,0,0,450000,0,439,0,Selangor
0,TAMAN SRI ANDALAS (P/L 1014),Klang,0,1,0,0,1,0,0,0,620000,0,515,0,Selangor
0,TAMAN SETAPAK (SETAPAK GARDEN),Setapak,0,1,0,0,1,0,0,0,600000,0,341,0,Kuala Lumpur
0,UDA UTAMA,Johor Bahru,0,1,0,0,1,0,0,0,809662,0,487,0,Johor
0,TAMAN WAWASAN / BANDAR BARU MERSING,Mersing,0,1,0,0,1,0,0,0,260000,0,214,0,Johor
0,"TAMAN OSCAR, SUNGAI BESAR",Sungai Besar,0,1,1,0,0,0,0,0,343440,0,147,0,Selangor
0,TAMAN PULAI EMAS,Kulai,0,1,1,0,0,0,0,0,385000,0,325,0,Johor
0,YARRA PARK SPRINGFIELD,Sungai Petani,0,1,0,0,1,0,0,0,357900,0,233,0,Kedah
0,TEMPLER RESIDENCE,Rawang,0,1,0,0,1,0,0,0,837000,0,518,0,Selangor
0,TAMAN KUALA LIPIS,Kuala Lipis,0,1,0,0,1,0,0,0,275000,0,179,0,Pahang
0,BANDAR SUNWAY SEMENYIH,Semenyih,0,1,0,0,1,0,0,0,561000,0,277,0,Selangor
0,TAMAN MALIM JAYA,Bachang,0,1,1,0,0,0,0,0,296500,0,243,0,Melaka
0,PANORAMA LAPANGAN PERDANA,Ipoh,0,1,0,0,1,0,0,0,568000,0,289,0,Perak
0,BANDAR ALAM MASAI,Masai,0,1,0,0,1,0,0,0,688000,0,364,0,Johor
0,SEKSYEN 5 BANDAR BARU BANGI,Bangi,0,1,1,0,0,0,0,0,360000,0,360,0,Selangor
0,TAMAN BUKIT SENDAYAN,Bandar Sri Sendayan,0,1,1,0,0,0,0,0,250000,0,192,0,Negeri Sembilan
0,TAMAN EHSAN JAYA,Johor Bahru,0,1,1,0,0,0,0,0,778000,0,455,0,Johor
0,KLEBANG PERDANA,Ipoh,0,1,0,0,1,0,0,0,554888,0,371,0,Perak
0,SUNWAY ALAM SURIA,Shah Alam,0,1,1,0,0,0,0,0,700000,0,395,0,Selangor
0,TAMAN BUNGA RAYA,Setapak,0,1,0,0,1,0,0,0,520000,0,363,0,Kuala Lumpur
0,P/L 104445 & P/L 104476(LOT 2507),Kuantan,0,1,0,0,1,0,0,0,271790,0,174,0,Pahang
0,TAMAN SELASEH,Batu Caves,0,1,1,0,0,0,0,0,550000,0,340,0,Selangor
0,MUTIARA HILLS @ SEMENYIH,Semenyih,0,1,0,0,1,0,0,0,547770,0,391,0,Selangor
0,TAMAN DESA BUKIT NILAM,Kapar,0,1,0,0,1,0,0,0,549900,0,391,0,Selangor
0,BANDAR SUNGAI BUAYA,Serendah,0,1,1,0,0,0,0,0,300000,0,188,0,Selangor
0,TAMAN NUSA SERI CENGAL 2 & 3,Nilai,0,1,1,0,0,0,0,0,359000,0,194,0,Negeri Sembilan
0,P/L 3487(LABU),Sepang,0,1,1,0,0,0,0,0,395000,0,211,0,Selangor
0,TAMAN SAMARINDAH,Kota Samarahan,0,1,1,0,1,0,0,0,300000,0,168,0,Sarawak
0,BANDAR BUKIT TINGGI,Pandamaran,0,1,0,0,1,0,0,0,686000,0,455,0,Selangor
0,TAMAN SEMENTA PERMAI,Kapar,0,1,0,0,1,0,0,0,358000,0,254,0,Selangor
0,TAMAN DESA IDAMAN,Durian Tunggal,0,1,0,0,1,0,0,0,320000,0,188,0,Melaka
0,TAMAN JUASSEH SENTOSA,Juasseh,0,1,0,0,1,0,0,0,81500,0,67,0,Negeri Sembilan
0,MERU SENTOSA,Ipoh,0,1,1,0,0,0,0,0,340194,0,235,0,Perak
0,TAMAN MACHANG BUBOK,Bukit Mertajam,0,1,0,0,1,0,0,0,480000,0,387,0,Penang
0,UNI GARDEN,Kota Samarahan,0,1,0,0,1,0,0,0,510000,0,238,0,Sarawak
0,LEXVIEW,Ipoh,0,1,1,0,1,0,0,0,458880,0,298,0,Perak
0,HORIZON RESIDENCE @ BUKIT INDAH,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,850000,0,451,0,Johor
0,TAMAN MERAK JAYA,Simpang Ampat,0,1,0,0,1,0,0,0,315000,0,231,0,Penang
0,BUNGA RAYA,Bukit Baru,0,1,1,0,1,0,0,0,300000,0,169,0,Melaka
0,KEPONG GARDEN,Kepong,0,1,0,0,1,0,0,0,780000,0,434,0,Kuala Lumpur
0,TAMAN SEKIAH MAKMUR,Ulu Bernam,0,1,1,0,0,0,0,0,260000,0,179,0,Perak
0,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),Tanjong Minyak,0,1,1,0,0,0,0,0,260000,0,181,0,Melaka
0,TAMAN SRI BAKRI III,Muar,0,1,0,0,1,0,0,0,394000,0,243,0,Johor
